AS번호,접수일시,처리상태,처리완료일,주문번호,고객명,고객연락처,제품명,문제유형,증상설명,처리내용,처리결과,배송비,수리비,부품비,총비용,메모
cmkm5laxz018no40s7mzs817b,2026-01-20T05:28:24.744Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laxv018lo40s5d1wa4gc,2026-01-20T05:28:24.740Z,EXCHANGE,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5laxr018jo40swtqrdf2u,2026-01-20T05:28:24.736Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laxo018ho40sxsw3tlpw,2026-01-20T05:28:24.732Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laxk018fo40sv3r6d9c4,2026-01-20T05:28:24.729Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laxh018do40ss8lkw0kl,2026-01-20T05:28:24.725Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5laxc018bo40sootqxyr5,2026-01-20T05:28:24.721Z,AS,,,,,??,OTHER,"","",,0,0,0,0,""
cmkm5lax80189o40sfur89r7g,2026-01-20T05:28:24.717Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lax40187o40s2m274gm5,2026-01-20T05:28:24.713Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lax10185o40sqsm12clu,2026-01-20T05:28:24.709Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lawx0183o40svsos08ug,2026-01-20T05:28:24.705Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lawt0181o40sebcd6sxo,2026-01-20T05:28:24.701Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lawp017zo40sasta6897,2026-01-20T05:28:24.698Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lawm017xo40s2gczz7vg,2026-01-20T05:28:24.694Z,AS,,,,,?(?) 2ea,OTHER,"","",,0,0,0,0,""
cmkm5lawi017vo40shfjogrll,2026-01-20T05:28:24.691Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lawe017to40s97kgas6p,2026-01-20T05:28:24.687Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lawa017ro40spfu292pw,2026-01-20T05:28:24.682Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5law6017po40sn6d89dc3,2026-01-20T05:28:24.679Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5law3017no40s207d0sch,2026-01-20T05:28:24.675Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lavz017lo40s4gia3wqw,2026-01-20T05:28:24.671Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lavw017jo40sexcmdivc,2026-01-20T05:28:24.668Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lavr017ho40s3csmy8d2,2026-01-20T05:28:24.664Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lavn017fo40scd04js87,2026-01-20T05:28:24.660Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lavj017do40sukzguyfj,2026-01-20T05:28:24.656Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lavf017bo40so18p6hlh,2026-01-20T05:28:24.652Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lavc0179o40sk5bps120,2026-01-20T05:28:24.648Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lav70177o40spljvbi84,2026-01-20T05:28:24.644Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lav30175o40sscjt5ynr,2026-01-20T05:28:24.639Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lauz0173o40sw7syu5co,2026-01-20T05:28:24.635Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lauv0171o40sqhhaesze,2026-01-20T05:28:24.632Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5laur016zo40sd85mx3ru,2026-01-20T05:28:24.628Z,AS,,,,,?4(?),OTHER,"","",,0,0,0,0,""
cmkm5laun016xo40shr9ogkuq,2026-01-20T05:28:24.623Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lauj016vo40sywzz67a1,2026-01-20T05:28:24.620Z,AS,,,,,?4(?),OTHER,"","",,0,0,0,0,""
cmkm5lauf016to40sw687d5f1,2026-01-20T05:28:24.616Z,AS,,,,,?4 2ea,OTHER,"","",,0,0,0,0,""
cmkm5laub016ro40sye5gnrz6,2026-01-20T05:28:24.612Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5lau6016po40sr30ipvyp,2026-01-20T05:28:24.606Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lau2016no40sk03iir9g,2026-01-20T05:28:24.602Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laty016lo40s4sijfp34,2026-01-20T05:28:24.599Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5latu016jo40skspsowhl,2026-01-20T05:28:24.595Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5latq016ho40stgpn39a6,2026-01-20T05:28:24.591Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5latm016fo40sb38zpk1t,2026-01-20T05:28:24.587Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lati016do40st9m7sbo7,2026-01-20T05:28:24.583Z,AS,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5late016bo40s8q6m6hxh,2026-01-20T05:28:24.578Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lata0169o40s2jgtdy2z,2026-01-20T05:28:24.574Z,AS,,,,,?3(?),OTHER,"","",,0,0,0,0,""
cmkm5lat60167o40sl3c5rsii,2026-01-20T05:28:24.571Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lat20165o40sk4izz4k2,2026-01-20T05:28:24.567Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lasx0163o40skuk44akw,2026-01-20T05:28:24.562Z,AS,,,,,?4(?),OTHER,"","",,0,0,0,0,""
cmkm5last0161o40su84rp2ck,2026-01-20T05:28:24.558Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lasp015zo40s65vnen7j,2026-01-20T05:28:24.554Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lasl015xo40sgf0hd34y,2026-01-20T05:28:24.550Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lasi015vo40s3n5qxj2z,2026-01-20T05:28:24.546Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lase015to40smksdg2ra,2026-01-20T05:28:24.542Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lasa015ro40st3s6tgkh,2026-01-20T05:28:24.538Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5las6015po40sna5c6xua,2026-01-20T05:28:24.535Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5las2015no40s5vu20zcd,2026-01-20T05:28:24.530Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lary015lo40stq78khph,2026-01-20T05:28:24.526Z,AS,,,,,?3,OTHER,"","",,0,0,0,0,""
cmkm5laru015jo40sx7hxqntp,2026-01-20T05:28:24.522Z,AS,,,,,?2,OTHER,"","",,0,0,0,0,""
cmkm5larq015ho40s4oe92t3v,2026-01-20T05:28:24.518Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5larl015fo40s7mm1xzkn,2026-01-20T05:28:24.514Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5larh015do40slblobivn,2026-01-20T05:28:24.510Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lard015bo40syalz4976,2026-01-20T05:28:24.506Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lar90159o40s06aauco5,2026-01-20T05:28:24.502Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lar60157o40sbvinhrhy,2026-01-20T05:28:24.498Z,AS,,,,,?(?)1+1,OTHER,"","",,0,0,0,0,""
cmkm5lar20155o40so01pcdfs,2026-01-20T05:28:24.494Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5laqy0153o40sr31l6wy6,2026-01-20T05:28:24.490Z,EXCHANGE,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laqt0151o40sd5bjot0j,2026-01-20T05:28:24.486Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laqq014zo40skja08i04,2026-01-20T05:28:24.482Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5laqm014xo40s14ygdwm1,2026-01-20T05:28:24.478Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5laqi014vo40s6fblxtyx,2026-01-20T05:28:24.474Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laqe014to40svbb6hcqz,2026-01-20T05:28:24.470Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laq9014ro40s08zpyz85,2026-01-20T05:28:24.466Z,AS,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5laq5014po40s1uffvea9,2026-01-20T05:28:24.462Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5laq1014no40syaocfqxm,2026-01-20T05:28:24.458Z,EXCHANGE,,,,,?(?),OTHER,"","",,0,0,0,0,""
cmkm5lapx014lo40swdx96k71,2026-01-20T05:28:24.454Z,AS,,,,,?4,OTHER,"","",,0,0,0,0,""
cmkm5lapm014ho40su5e3uidm,2026-01-20T05:28:24.442Z,AS,,,,,,OTHER,"","",,0,0,0,0,""
cmkm5i0pw0025o40s1d39vqwj,2026-01-20T05:25:51.524Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5i0pq0023o40si2xpt0j6,2026-01-20T05:25:51.518Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5i0pm0021o40s3oulh9c9,2026-01-20T05:25:51.515Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5i0ph001zo40sdjhtyeid,2026-01-20T05:25:51.509Z,AS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5i0pb001xo40smo4puf0y,2026-01-20T05:25:51.503Z,IN_PROGRESS,,,,,?,OTHER,"","",,0,0,0,0,""
cmkm5i0p4001vo40sil7q0g9d,2026-01-20T05:25:51.497Z,AS,,,,,????,OTHER,"","",,0,0,0,0,""
